mean,max,min,stdev,Wvl
3.4154435689649105,4.738238636363636,2.9632317073170737,0.5913510981279495,343.0
3.4243245199512544,4.730839999999999,2.313170731707317,0.6173943060037604,348.3333333333333
3.0522165935799626,4.191514999999999,1.8816260162601628,0.5959695911453718,353.0
2.819785139549018,3.9669119999999998,1.6573170731707312,0.6006034135269984,358.0
2.54445797964928,3.6242290000000006,1.46,0.5482910747374302,363.0
2.2982814628266555,3.2136039999999992,1.4359146341463414,0.4804319392792704,368.0
2.2875781760857707,3.3925665,1.365040650406504,0.4954037063364873,373.0
2.184036316171075,3.2828540000000004,1.3872916666666668,0.45878640113373326,378.0
1.9645947933107213,2.913782,1.3302777777777777,0.3909830385373812,383.0
1.9258449722560975,2.8382055,1.2963888888888888,0.3867038389305408,388.0
1.9146062217796431,2.857781,1.2660416666666667,0.39480362572626093,393.0
1.8643017111828215,2.9111395,1.2333333333333334,0.39180059894081154,398.0
1.8034140350464571,2.881227,1.2052083333333337,0.37718803172230136,403.0
1.7655149166715058,2.7778675,1.185,0.3883840729789032,408.0
1.7431387122685915,2.7947455000000003,1.13374,0.3896109801345701,413.0
1.6929726242965368,2.765194,1.1571485000000004,0.3796605177262428,418.0
1.6858324190594973,2.776789,1.1219445000000001,0.39681888501191037,423.0
1.702150138281993,2.7832485,1.114837,0.409707630801391,428.0
1.690065051607979,2.784173,1.1280555555555556,0.4094718020089726,433.0
1.660303620076418,2.765354,1.0854265,0.4011319499856009,438.0
1.6452294220985995,2.715907,1.062795,0.39841226462043206,443.0
1.6650166444310266,2.7541455000000004,1.0693345,0.4180872418056161,448.0
1.6954019452772495,2.8002864999999995,1.0719539999999999,0.4254850755440991,453.0
1.6809801937062265,2.7857515000000004,1.0635725,0.4194907171755744,458.0
1.6647572047836814,2.7669599999999996,1.0488575,0.4212223817026103,463.0
1.6678814728306584,2.7839475,1.041258,0.42803243477675124,468.0
1.6986393201206311,2.8336965,1.0691525,0.4461558614966796,473.0
1.7176049628673495,2.8563495000000003,1.085689,0.4475961190608159,478.0
1.6951556576714446,2.8206549999999995,1.0568145000000002,0.44268999136101117,483.0
1.6942824944000106,2.830412,1.0532619999999997,0.44904692772277194,488.0
1.692133649206789,2.8264465000000003,1.0268799999999998,0.4537177973244847,493.0
1.7171249426714887,2.8806160000000003,1.0392575000000002,0.4710311237174265,498.0
1.7561648904775105,2.9768844999999997,1.04482,0.48673035985838914,503.0
