mean,max,min,stdev,Wvl
,,,,343.0
2.6536956249999997,2.902105,2.160355,0.340591115625803,348.3333333333333
2.4282350000000004,2.8186395000000006,2.0103855,0.37222236266556247,353.0
2.2536606249999998,2.6992404999999997,1.9551945,0.35544616679706786,358.0
2.1511965,2.5394310000000004,1.9639769999999999,0.2671357170824725,363.0
2.045944875,2.543184,1.8246344999999997,0.3339042548654168,368.0
2.0513672499999998,2.6213655,1.7507629999999998,0.38836712584625827,373.0
1.9240855000000001,2.5492470000000003,1.6244489999999998,0.42190837701211875,378.0
1.7712135,2.380478,1.4939934999999998,0.4131710232238381,383.0
1.7188102500000004,2.3191615000000003,1.3692295,0.4181802800638142,388.0
1.64640575,2.225587,1.2856655,0.40914450714600825,393.0
1.6193238749999999,2.1466085,1.317888,0.3652930113231878,398.0
1.6203138750000001,2.1491635000000002,1.3243485,0.36435337655161454,403.0
1.559479875,2.0642375,1.235229,0.3615627180465779,408.0
1.492683375,1.9891809999999999,1.1619484999999998,0.355491033672997,413.0
1.4642845,2.0054955,1.107113,0.390335062332564,418.0
1.4827823749999998,2.042245,1.132546,0.3987623564228396,423.0
1.494038625,2.0504599999999997,1.142393,0.39485260448370146,428.0
1.47628375,2.0471840000000006,1.1315019999999998,0.40355952549458785,433.0
1.44207025,1.9972880000000004,1.092419,0.39344654460432543,438.0
1.4304052500000002,2.0093155000000005,1.0811265,0.4052209914457174,443.0
1.4556718750000002,2.0454195,1.0981239999999999,0.4132724505045824,448.0
1.4546602499999999,2.0364525,1.077648,0.41164336755669556,453.0
1.438556375,2.006637,1.0797489999999998,0.40041113310724663,458.0
1.4425246250000001,2.0292885000000003,1.084627,0.4124535800879851,463.0
1.4465745,2.041283500000001,1.084529,0.4168576920678891,468.0
1.490067125,2.093956,1.12257,0.424160846449468,473.0
1.486868625,2.091331,1.1325509999999999,0.42080422243433163,478.0
1.4533636250000002,2.062772,1.095793,0.4253858680036622,483.0
1.4481819999999996,2.0502949999999998,1.087107,0.4232338311841732,488.0
1.436858,2.0442835,1.0713759999999997,0.4258437660979671,493.0
1.4467107499999998,2.065441,1.0633589999999997,0.4374287516202877,498.0
1.4674863750000002,2.090755,1.0829630000000001,0.43874130424647256,503.0
1.5088263750000002,2.140607,1.1232485,0.4423399177906766,508.0
1.550669,2.1668655,1.178525,0.42926198659113374,513.0
1.5812395,2.211656,1.1940179999999998,0.43965867068480907,518.0
1.5934490000000001,2.238967,1.2078104999999997,0.44739854408252916,523.0
1.6017964999999998,2.251329,1.210629,0.45065608213914093,528.0
1.612651375,2.2683465000000007,1.2223514999999998,0.4540474767742498,533.0
1.6205232499999997,2.278416,1.229301,0.4553915998139221,538.0
1.5982870000000002,2.252704,1.2220725000000001,0.45078529589983296,543.0
1.5823170000000002,2.2330685000000003,1.1975,0.45011584704995683,548.0
1.5881758749999997,2.242319,1.2005219999999999,0.4524782894424099,553.0
1.57375325,2.223722,1.1898475,0.4496842613820835,558.0
1.5614435000000002,2.2137745000000004,1.178944,0.45056207197880466,563.0
1.56718725,2.2192344999999998,1.1840315000000001,0.45075229454666477,568.0
1.61218825,2.2711754999999996,1.2314669999999999,0.4540127872722858,573.0
1.70264975,2.375083,1.3090064999999997,0.46415741173451425,578.0
1.80380275,2.489588,1.4104509999999997,0.4727742673971551,583.0
1.87893775,2.5640145,1.4843009999999999,0.4745068901920709,588.0
1.93805125,2.6298155000000003,1.54438,0.47944478168858695,593.0
1.975997375,2.6754065000000002,1.5790324999999998,0.486170409502398,598.0
1.963858,2.6719465000000002,1.5602315,0.49209230773673635,603.0
1.9052883750000005,2.5973955,1.5107370000000002,0.4790895866179196,608.0
1.856761375,2.5479135,1.457138,0.47763486276624445,613.0
1.816583375,2.5010104999999996,1.4182979999999996,0.4725913899926967,618.0
1.802870125,2.487153,1.4013715000000002,0.472728083123088,623.0
1.808071875,2.4934325,1.4088505000000002,0.4728994877898428,628.0
1.8393160000000002,2.529801,1.442358,0.4757420165614973,633.0
1.8945726250000001,2.591067,1.4893904999999998,0.48115667080023156,638.0
1.945435,2.652133,1.5382550000000001,0.488061141118781,643.0
1.96409975,2.6811415000000003,1.5530944999999998,0.49456880784468893,648.0
1.9196088749999998,2.633235,1.5079444999999996,0.49172455953127797,653.0
1.8273548750000002,2.5318295,1.4262335,0.4842936405810314,658.0
1.72368475,2.4175370000000003,1.3204820000000002,0.4797960397817494,663.0
1.6609137500000002,2.3483140000000002,1.2635775,0.4771460515444058,668.0
1.6471127499999998,2.33117,1.2522094999999998,0.47511068639186615,673.0
1.6603522500000003,2.3500775000000003,1.2615405000000002,0.4797154911303331,678.0
1.695315125,2.3934555,1.2943304999999998,0.48485795626956135,683.0
1.7784702500000003,2.4888990000000004,1.3736370000000002,0.4914721655579796,688.0
1.990692375,2.7227615,1.5744775,0.5033812113601338,693.0
2.5627957500000003,3.2973709999999996,2.1767790000000007,0.5065717424499215,698.0
3.6498176250000003,4.323386000000001,3.1004580000000006,0.5379614100623106,703.0
5.192346375,5.739031499999999,4.254644000000001,0.6920564213463583,708.0
7.054877874999999,7.947601499999999,5.655429999999999,0.9832012362167079,713.0
9.12901875,10.477167000000001,7.2104395,1.3867596407151526,718.0
11.233743625,13.041544000000002,8.785236000000001,1.8487201999338794,723.0
13.15216925,15.399329999999997,10.204258,2.3274106875540714,728.0
14.7846595,17.410679999999996,11.405190000000001,2.7742693998398615,733.0
16.127456375,19.055176,12.369528500000001,3.177007881822568,738.0
17.256877874999997,20.429188999999997,13.164194499999999,3.5464641623540887,743.0
18.070765625,21.420414,13.710830999999999,3.874351379595244,748.0
18.751851500000004,22.314022500000004,14.152323,4.171095934145347,753.0
19.385465875,23.2709335,14.576532499999999,4.4203533494865805,758.0
19.871391875,24.010311500000004,14.905529000000001,4.609981711324957,763.0
20.268309875,24.613965000000004,15.17723,4.761127829824155,768.0
20.60125275,25.1312475,15.400028,4.889446296956378,773.0
20.901725,25.595414999999996,15.601712000000001,4.999613303307831,778.0
21.160218,25.9994005,15.780301000000003,5.096482013026582,783.0
21.345467625,26.31325800000001,15.907966499999997,5.162450063637543,788.0
21.544200749999998,26.629261000000003,16.049738999999995,5.22631305950179,793.0
21.431902875,26.558746000000003,15.967685499999996,5.212271520065372,798.0
21.51391325,26.699242000000005,16.03199,5.231846764625367,803.0
21.6862535,26.9913845,16.142637,5.310789557823599,808.0
21.902802125,27.3290815,16.2870425,5.402309380503605,813.0
22.12648125,27.689169500000002,16.4250595,5.502028074914339,818.0
22.363747125,28.080239,16.5877865,5.6152535754336945,823.0
22.471033,28.313460499999998,16.616839,5.704685840011537,828.0
22.623062,28.558054500000004,16.738041000000003,5.764214060415767,833.0
22.772653125,28.829266,16.817805999999997,5.84095739119037,838.0
22.853933,29.014076,16.865528,5.892316729844438,843.0
22.872139625000003,29.100325000000005,16.8727435,5.922090870254322,848.0
22.925513875,29.2255075,16.8990555,5.9570460749497505,853.0
22.915192875000002,29.272485500000005,16.870738499999998,5.9838518864446835,858.0
22.845151375,29.223769500000003,16.817080999999998,5.98081013602517,863.0
22.955532,29.413280500000003,16.867566999999998,6.050852845903614,868.0
23.033953125000004,29.566323500000003,16.897272500000003,6.102628353479718,873.0
23.148021250000003,29.771389500000005,16.937127500000003,6.180434174270519,878.0
23.287130375,29.996326,17.0128145,6.251485772537762,883.0
23.387907625,30.185549,17.067926,6.321053669436363,888.0
23.421619125,30.2764905,17.050807,6.3716091861816,893.0
23.337329875000002,30.190132,16.9701875,6.365190059337706,898.0
23.433056750000002,30.374359,17.024692,6.4300224106608095,903.0
23.420251125,30.364485000000002,17.013607999999998,6.434289233142234,908.0
23.43365275,30.424107499999998,16.996071999999998,6.457648783140068,913.0
23.407228625000002,30.405020500000006,16.974486499999998,6.464841657160066,918.0
23.323203375,30.3067445,16.89904,6.4424197592016945,923.0
23.190726125,30.146567500000003,16.782345500000005,6.397829910427536,928.0
22.85122825,29.679954999999996,16.543136999999994,6.275984758366948,933.0
22.472165625000002,29.125977999999996,16.294590499999998,6.118079876853143,938.0
22.101482000000004,28.599366500000002,16.022299500000003,5.97131807633817,943.0
21.59064275,27.899330000000003,15.642575999999996,5.799404753305585,948.0
20.949027625,26.930251,15.204793000000004,5.518159330642983,953.0
20.317515625,26.029913,14.7208405,5.284068772654701,958.0
19.94742025,25.474671500000003,14.4649915,5.119455712532869,963.0
19.82742125,25.3112585,14.396021999999999,5.0608629041922715,968.0
19.8244945,25.334955500000003,14.383419499999999,5.0750512445637455,973.0
